gbifID	type	format	identifier	references	title	description	source	audience	created	creator	contributor	publisher	license	rightsHolder
4923683585	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/416416611/original.jpg	https://www.inaturalist.org/photos/416416611					2024-07-31T21:38:57Z	Michael Murphy		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Michael Murphy
4923683585	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/416416639/original.jpg	https://www.inaturalist.org/photos/416416639					2024-07-31T21:39:01Z	Michael Murphy		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Michael Murphy
4923669078	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/417162593/original.jpeg	https://www.inaturalist.org/photos/417162593					2024-08-04T21:43:39Z	Ellen		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Ellen
4923669078	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/417162614/original.jpeg	https://www.inaturalist.org/photos/417162614					2024-08-04T21:44:04Z	Ellen		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Ellen
4923669078	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/417162626/original.jpeg	https://www.inaturalist.org/photos/417162626					2024-08-04T21:44:04Z	Ellen		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Ellen
4923669078	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/417162642/original.jpeg	https://www.inaturalist.org/photos/417162642					2024-08-04T21:44:04Z	Ellen		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Ellen
4923644584	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/419041162/original.jpeg	https://www.inaturalist.org/photos/419041162					2024-08-10T03:14:58Z	linnzi		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	linnzi
4922039357	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/406655647/original.jpeg	https://www.inaturalist.org/photos/406655647					2024-07-13T20:47:28Z	scrumpss		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	scrumpss
4921999440	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/414468622/original.jpeg	https://www.inaturalist.org/photos/414468622					2024-08-01T21:50:15Z	bighornsheepgirl		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	bighornsheepgirl
4921999440	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/414468636/original.jpeg	https://www.inaturalist.org/photos/414468636					2024-08-01T21:50:15Z	bighornsheepgirl		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	bighornsheepgirl
4921996878	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/411588497/original.jpeg	https://www.inaturalist.org/photos/411588497					2024-07-09T16:58:46Z	Jon Aull		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Jon Aull
4921900127	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/415231330/original.jpeg	https://www.inaturalist.org/photos/415231330					2024-08-01T14:10:17Z	Phoebe Barnes		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Phoebe Barnes
4921900127	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/415231369/original.jpeg	https://www.inaturalist.org/photos/415231369					2024-08-01T14:10:17Z	Phoebe Barnes		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Phoebe Barnes
4921881125	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/413938826/original.jpeg	https://www.inaturalist.org/photos/413938826					2024-07-31T19:20:36Z	erickmahood		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	erickmahood
4921871882	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/415234739/original.jpg	https://www.inaturalist.org/photos/415234739					2024-08-02T17:55:00Z	Lizzie Fleming		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Lizzie Fleming
4921871882	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/415234741/original.jpg	https://www.inaturalist.org/photos/415234741					2024-08-02T17:55:00Z	Lizzie Fleming		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Lizzie Fleming
4921871882	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/415234740/original.jpg	https://www.inaturalist.org/photos/415234740					2024-08-02T17:55:40Z	Lizzie Fleming		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Lizzie Fleming
